Chr,Index,Beta,Pval.,Pval_adj.,Statistical_Power
chr2,60717637,-0.013887711727597793,0.0088,0.0482597875569044,0.1299
chr2,60717638,-0.00443292007300158,0.82,0.9316139272271016,0.1569
chr2,60717639,-0.004432919917617365,0.8192,0.9316139272271016,0.2074
chr2,60717640,-0.004432919878824112,0.8194,0.9316139272271016,0.2848
chr2,60717641,-0.004432919862317115,0.8208,0.9316139272271016,0.3921
chr2,60717642,-0.004432919853892885,0.8216,0.9316139272271016,0.5226
chr2,60717643,-0.004432919849245629,0.8212,0.9316139272271016,0.6609
chr2,60717644,-0.003255848702765736,0.932,0.9732712573180932,0.7154
chr2,60717645,-0.003255848703480912,0.9308,0.9732712573180932,0.8156
chr2,60717646,-0.003255848704128617,0.9292,0.9732712573180932,0.8823
chr2,60717647,-0.003255848704704507,0.9304,0.9732712573180932,0.9281
chr2,60717648,-0.0032558487052055814,0.9314,0.9732712573180932,0.9542
chr2,60717649,-0.0032558487056303367,0.9308,0.9732712573180932,0.9662
chr2,60717650,-0.0032558487059788405,0.9318,0.9732712573180932,0.973
chr2,60717651,-0.0032558487062527056,0.9332,0.9732712573180932,0.9754
chr2,60717652,-0.0032558487064550104,0.9336,0.9732712573180932,0.9546
chr2,60717653,-0.0032558487065901297,0.9332,0.9732712573180932,0.9472
chr2,60717654,-0.003255848706663525,0.9346,0.9732712573180932,0.9359
chr2,60717655,-0.0032558487066815045,0.9354,0.9732712573180932,0.9244
chr2,60717656,-0.003255848706650943,0.9332,0.9732712573180932,0.9413
chr2,60717657,-0.004216091137226862,0.8666,0.9516393105533717,0.9595
chr2,60717658,-0.004432919853111371,0.8208,0.9316139272271016,0.9474
chr2,60717659,-0.004432919854351498,0.8172,0.9316139272271016,0.9339
chr2,60717660,-0.004432919855635319,0.818,0.9316139272271016,0.9253
chr2,60717661,-0.004432919856960883,0.817,0.9316139272271016,0.9509
chr2,60717662,-0.004432919858326929,0.8192,0.9316139272271016,0.9398
chr2,60717663,-0.004432919859732723,0.8196,0.9316139272271016,0.93
chr2,60717664,-0.004432919861177808,0.8218,0.9316139272271016,0.9128
chr2,60717665,-0.004432919862661686,0.8194,0.9316139272271016,0.8926
chr2,60717666,-0.004432919864183486,0.8188,0.9316139272271016,0.8686
chr2,60717667,-0.004432919865741658,0.8204,0.9316139272271016,0.8367
chr2,60717668,-0.0044329198673337625,0.8214,0.9316139272271016,0.7903
chr2,60717669,-0.004432919868956367,0.8214,0.9316139272271016,0.7392
chr2,60717670,-0.004432919870605051,0.8186,0.9316139272271016,0.7748
chr2,60717671,-0.00443291987227448,0.8196,0.9316139272271016,0.7265
chr2,60717672,-0.004432919873958529,0.8224,0.931709592476489,0.6862
chr2,60717673,-0.004432919875650385,0.8208,0.9316139272271016,0.7391
chr2,60717674,-0.004432919877342612,0.8212,0.9316139272271016,0.7162
chr2,60717675,-0.0044329198790271414,0.8216,0.9316139272271016,0.6987
chr2,60717676,-0.004432919880695179,0.823,0.9320971482293952,0.6799
chr2,60717677,-0.0044329198823369505,0.8204,0.9316139272271016,0.6702
chr2,60717678,-0.004432919883941341,0.8192,0.9316139272271016,0.6532
chr2,60717679,-0.004432919885495334,0.8186,0.9316139272271016,0.6281
chr2,60717680,-0.004432919886983177,0.8184,0.9316139272271016,0.5972
chr2,60717681,-0.0044329198883852885,0.8178,0.9316139272271016,0.5599
chr2,60717682,-0.004432919889676696,0.8174,0.9316139272271016,0.5155
chr2,60717683,-0.004432919890824736,0.8184,0.9316139272271016,0.3907
chr2,60717684,-0.004432919891785542,0.8198,0.9316139272271016,0.3535
chr2,60717685,-0.004432919892498149,0.82,0.9316139272271016,0.3283
chr2,60717686,-0.004432919892873963,0.8196,0.9316139272271016,0.3097
chr2,60717687,-0.004432919892776348,0.8204,0.9316139272271016,0.2638
chr2,60717688,-0.004432919891977654,0.8196,0.9316139272271016,0.2791
chr2,60717689,-0.0044329198900584805,0.82,0.9316139272271016,0.3013
chr2,60717690,-0.004432919886135406,0.8194,0.9316139272271016,0.3431
chr2,60717691,-0.004432919877940837,0.819,0.9316139272271016,0.395
chr2,60717692,-0.004432919857178595,0.8176,0.9316139272271016,0.456
chr2,60717693,-0.004432919740089923,0.8174,0.9316139272271016,0.5242
chr2,60717694,-0.0032558487176601934,0.9322,0.9732712573180932,0.5856
chr2,60717695,-0.0032558487190055855,0.9346,0.9732712573180932,0.643
chr2,60717696,-0.0032558487204504627,0.9352,0.9732712573180932,0.6895
chr2,60717697,-0.003255848722002191,0.9354,0.9732712573180932,0.7255
chr2,60717698,-0.003255848723667446,0.9362,0.9732712573180932,0.8199
chr2,60717699,-0.0032558487254520574,0.9332,0.9732712573180932,0.8238
chr2,60717700,-0.0032558487273609362,0.9328,0.9732712573180932,0.8146
chr2,60717701,-0.003255848729398096,0.9326,0.9732712573180932,0.7967
chr2,60717702,-0.00325584873156681,0.9326,0.9732712573180932,0.8445
chr2,60717703,-0.003255848733869936,0.9308,0.9732712573180932,0.8011
chr2,60717704,-0.0032558487363104766,0.9292,0.9732712573180932,0.6444
chr2,60717705,-0.0032558487388925092,0.927,0.9732712573180932,0.5587
chr2,60717706,-0.00325584874162261,0.9274,0.9732712573180932,0.4642
chr2,60717707,-0.003255848744512127,0.9252,0.9732712573180932,0.3662
chr2,60717708,-0.0032558487475808006,0.925,0.9732712573180932,0.2812
chr2,60717709,-0.0032558487508627127,0.9254,0.9732712573180932,0.2086
chr2,60717710,-0.0032558487544159355,0.925,0.9732712573180932,0.1532
chr2,60717711,-0.0032558487583376015,0.9256,0.9732712573180932,0.1141
chr2,60717712,-0.0032558487627834293,0.9252,0.9732712573180932,0.0786
chr2,60717713,-0.003255848767981887,0.924,0.9732712573180932,0.0703
chr2,60717714,-0.0032558487742058153,0.9248,0.9732712573180932,0.0609
chr2,60717715,-0.003255848781609387,0.9264,0.9732712573180932,0.0573
chr2,60717716,-0.0032558487897030664,0.9276,0.9732712573180932,0.0583
chr2,60717717,-0.0032558487974042854,0.93,0.9732712573180932,0.058
chr2,60717718,-0.0032558492281995225,0.9302,0.9732712573180932,0.0632
chr2,60717719,-0.005243346830314693,0.6306,0.8942496287612348,0.0871
chr2,60717720,-0.005243347188008973,0.6292,0.8942496287612348,0.1194
chr2,60717721,-0.005243347195465159,0.629,0.8942496287612348,0.1673
chr2,60717722,-0.005243347203191539,0.6284,0.8942496287612348,0.2317
chr2,60717723,-0.005243347209731844,0.6292,0.8942496287612348,0.2734
chr2,60717724,-0.005243347214923963,0.6288,0.8942496287612348,0.3697
chr2,60717725,-0.0052433472191232965,0.6294,0.8942496287612348,0.483
chr2,60717726,-0.00524334722266158,0.6298,0.8942496287612348,0.5984
chr2,60717727,-0.005243347225748018,0.6278,0.8942496287612348,0.7117
chr2,60717728,-0.005243347228497788,0.6276,0.8942496287612348,0.7935
chr2,60717729,-0.005243347230970745,0.6278,0.8942496287612348,0.8615
chr2,60717730,-0.005243347233196945,0.6292,0.8942496287612348,0.9012
chr2,60717731,-0.005243347235190839,0.631,0.8942496287612348,0.9606
chr2,60717732,-0.005243347236958916,0.6328,0.8942496287612348,0.9684
chr2,60717733,-0.005243347238504085,0.6332,0.8942496287612348,0.9738
chr2,60717734,-0.00524334723982839,0.6356,0.8944931464174456,0.9744
chr2,60717735,-0.005243347240934735,0.6356,0.8944931464174456,0.9466
chr2,60717736,-0.005243347241828001,0.636,0.8947076683534448,0.9345
chr2,60717737,-0.005243347242515632,0.637,0.8951750677506776,0.8723
chr2,60717738,-0.005243347243007842,0.6374,0.8951750677506776,0.8257
chr2,60717739,-0.005243347243317422,0.6386,0.8951750677506776,0.7604
chr2,60717740,-0.0052433472434592985,0.6394,0.8951750677506776,0.6731
chr2,60717741,-0.005243347243449814,0.635,0.8944931464174456,0.5826
chr2,60717742,-0.005243347243305904,0.6328,0.8942496287612348,0.4951
chr2,60717743,-0.005243347243044194,0.6328,0.8942496287612348,0.4187
chr2,60717744,-0.005243347242680122,0.6318,0.8942496287612348,0.3699
chr2,60717745,-0.005243347242227184,0.6322,0.8942496287612348,0.3399
chr2,60717746,-0.005243347241696343,0.632,0.8942496287612348,0.3356
chr2,60717747,-0.005243347241095659,0.6352,0.8944931464174456,0.4232
chr2,60717748,-0.005243347240430152,0.6344,0.8944931464174456,0.4751
chr2,60717749,-0.005243347239701914,0.6356,0.8944931464174456,0.5687
chr2,60717750,-0.005243347238910426,0.6348,0.8944931464174456,0.6602
chr2,60717751,-0.006025990386609132,0.489,0.8798029743127536,0.7637
chr2,60717752,-0.006025990696392904,0.488,0.8798029743127536,0.8521
chr2,60717753,-0.006025990736432793,0.4874,0.8798029743127536,0.8669
chr2,60717754,-0.0045548277678067635,0.7754,0.9316139272271016,0.8745
chr2,60717755,-0.004554827781008748,0.7758,0.9316139272271016,0.9482
chr2,60717756,-0.004554827790870155,0.7726,0.9316139272271016,0.966
chr2,60717757,-0.004554827798929949,0.7742,0.9316139272271016,0.9773
chr2,60717758,-0.004554827805909241,0.7718,0.9316139272271016,0.985
chr2,60717759,-0.004554827812205619,0.7702,0.9316139272271016,0.9894
chr2,60717760,-0.004554827818067907,0.769,0.9316139272271016,0.9913
chr2,60717761,-0.004554827823666348,0.7686,0.9316139272271016,0.9929
chr2,60717762,-0.004554827829116534,0.7654,0.9316139272271016,0.9896
chr2,60717763,-0.004554827834473054,0.7658,0.9316139272271016,0.9916
chr2,60717764,-0.004554827839699173,0.7606,0.9316139272271016,0.9926
chr2,60717765,-0.00455482784463288,0.7612,0.9316139272271016,0.9938
chr2,60717766,-0.004554827849011505,0.7604,0.9316139272271016,0.994
chr2,60717767,-0.004554827852585349,0.7612,0.9316139272271016,0.9943
chr2,60717768,-0.004554827855242121,0.7606,0.9316139272271016,0.9937
chr2,60717769,-0.0045548278570232284,0.7616,0.9316139272271016,0.9925
chr2,60717770,-0.0045548278580526845,0.7604,0.9316139272271016,0.9915
chr2,60717771,-0.004554827858468303,0.7594,0.9316139272271016,0.9865
chr2,60717772,-0.00455482785838969,0.7626,0.9316139272271016,0.977
chr2,60717773,-0.004554827857911848,0.765,0.9316139272271016,0.961
chr2,60717774,-0.004554827857108685,0.766,0.9316139272271016,0.9353
chr2,60717775,-0.004554827856038321,0.7664,0.9316139272271016,0.9005
chr2,60717776,-0.004554827854747495,0.7658,0.9316139272271016,0.847
chr2,60717777,-0.00455482785327462,0.7676,0.9316139272271016,0.7928
chr2,60717778,-0.0045548278516517665,0.7662,0.9316139272271016,0.7397
chr2,60717779,-0.0045548278499059295,0.7676,0.9316139272271016,0.7085
chr2,60717780,-0.004554827848059867,0.77,0.9316139272271016,0.7502
chr2,60717781,-0.004554827846132724,0.7722,0.9316139272271016,0.7494
chr2,60717782,-0.004554827844140581,0.7778,0.9316139272271016,0.7608
chr2,60717783,-0.004554827842096982,0.7758,0.9316139272271016,0.7856
chr2,60717784,-0.004554827840013495,0.7744,0.9316139272271016,0.7366
chr2,60717785,-0.004554827837900335,0.775,0.9316139272271016,0.6946
chr2,60717786,-0.004554827835766998,0.7764,0.9316139272271016,0.7645
chr2,60717787,-0.00455482783362293,0.777,0.9316139272271016,0.7593
chr2,60717788,-0.004554827831478181,0.7766,0.9316139272271016,0.7386
chr2,60717789,-0.004554827829343972,0.7756,0.9316139272271016,0.7024
chr2,60717790,-0.004554827827233239,0.7748,0.9316139272271016,0.7204
chr2,60717791,-0.00455482782516103,0.7754,0.9316139272271016,0.6623
chr2,60717792,-0.00455482782314484,0.777,0.9316139272271016,0.596
chr2,60717793,-0.004554827821204965,0.7784,0.9316139272271016,0.5358
chr2,60717794,-0.00455482781936501,0.7766,0.9316139272271016,0.4853
chr2,60717795,-0.004554827817652858,0.7762,0.9316139272271016,0.4569
chr2,60717796,-0.00602599053902963,0.4956,0.8798029743127536,0.3893
chr2,60717797,-0.006025990532030201,0.4966,0.8798029743127536,0.3614
chr2,60717798,-0.006025990525353891,0.4956,0.8798029743127536,0.3963
chr2,60717799,-0.006025990519084735,0.4952,0.8798029743127536,0.4539
chr2,60717800,-0.006025990513338122,0.496,0.8798029743127536,0.5243
chr2,60717801,-0.006025990508264705,0.4942,0.8798029743127536,0.6027
chr2,60717802,-0.006025990504027921,0.495,0.8798029743127536,0.6709
chr2,60717803,-0.006025990500703449,0.4944,0.8798029743127536,0.7348
chr2,60717804,-0.006025990498057656,0.495,0.8798029743127536,0.7837
chr2,60717805,-0.006025990495420772,0.495,0.8798029743127536,0.8116
chr2,60717806,-0.006025990492087399,0.4964,0.8798029743127536,0.8216
chr2,60717807,-0.0060259904878291635,0.4952,0.8798029743127536,0.8633
chr2,60717808,-0.006025990482812808,0.4946,0.8798029743127536,0.8964
chr2,60717809,-0.006025990477292633,0.4946,0.8798029743127536,0.8723
chr2,60717810,-0.006025990471470044,0.4952,0.8798029743127536,0.8387
chr2,60717811,-0.006025990465478228,0.4964,0.8798029743127536,0.7868
chr2,60717812,-0.006025990459399813,0.4968,0.8798029743127536,0.7155
chr2,60717813,-0.006025990453284498,0.4978,0.8798029743127536,0.6305
chr2,60717814,-0.0060259904471612995,0.499,0.8798029743127536,0.5336
chr2,60717815,-0.006025990441046324,0.4978,0.8798029743127536,0.5018
chr2,60717816,-0.006025990434947651,0.4966,0.8798029743127536,0.4007
chr2,60717817,-0.0060259904288684565,0.4954,0.8798029743127536,0.3049
chr2,60717818,-0.0060259904228090605,0.4958,0.8798029743127536,0.2028
chr2,60717819,-0.006025990416768306,0.4956,0.8798029743127536,0.1528
chr2,60717820,-0.006025990410744516,0.4946,0.8798029743127536,0.1379
chr2,60717821,-0.00602599040473617,0.4956,0.8798029743127536,0.128
chr2,60717822,-0.006025990398742373,0.496,0.8798029743127536,0.112
chr2,60717823,-0.006025990392763199,0.4978,0.8798029743127536,0.1065
chr2,60717824,-0.006025990386799934,0.4996,0.8798029743127536,0.1128
chr2,60717825,-0.006025990380855239,0.499,0.8798029743127536,0.1353
chr2,60717826,-0.006025990374933247,0.499,0.8798029743127536,0.1942
chr2,60717827,-0.0060259903690395925,0.4992,0.8798029743127536,0.2652
chr2,60717828,-0.006025990363181334,0.4988,0.8798029743127536,0.3683
chr2,60717829,-0.006025990357366789,0.498,0.8798029743127536,0.4945
chr2,60717830,-0.006025990351605231,0.4982,0.8798029743127536,0.6383
chr2,60717831,-0.006025990345906502,0.498,0.8798029743127536,0.767
chr2,60717832,-0.006025990340280531,0.4988,0.8798029743127536,0.8543
chr2,60717833,-0.006025990334736822,0.4976,0.8798029743127536,0.915
chr2,60717834,-0.006025990329283958,0.4968,0.8798029743127536,0.947
chr2,60717835,-0.0060259903239292,0.4968,0.8798029743127536,0.964
chr2,60717836,-0.00602599031867823,0.4968,0.8798029743127536,0.9709
chr2,60717837,-0.006025990313535097,0.4956,0.8798029743127536,0.9757
chr2,60717838,-0.006025990308502345,0.4978,0.8798029743127536,0.9923
chr2,60717839,-0.0060259903035812835,0.497,0.8798029743127536,0.9931
chr2,60717840,-0.006025990298772364,0.4982,0.8798029743127536,0.9973
chr2,60717841,-0.006025990294075552,0.5,0.8798029743127536,0.9971
chr2,60717842,-0.006025990289490619,0.502,0.8798029743127536,0.997
chr2,60717843,-0.006025990285017275,0.5068,0.8798029743127536,0.9967
chr2,60717844,-0.006025990280655167,0.5044,0.8798029743127536,0.9963
chr2,60717845,-0.006025990276403697,0.5038,0.8798029743127536,0.9959
chr2,60717846,-0.00602599027226174,0.504,0.8798029743127536,0.9956
chr2,60717847,-0.006025990268227326,0.506,0.8798029743127536,0.9875
chr2,60717848,-0.006025990264297324,0.5074,0.8798029743127536,0.982
chr2,60717849,-0.006025990260467249,0.5088,0.8798029743127536,0.9704
chr2,60717850,-0.006025990256731188,0.5082,0.8798029743127536,0.9517
chr2,60717851,-0.006025990253081882,0.5086,0.8798029743127536,0.9104
chr2,60717852,-0.006025990249510983,0.5084,0.8798029743127536,0.8415
chr2,60717853,-0.006025990246009438,0.5088,0.8798029743127536,0.7311
chr2,60717854,-0.006025990242567938,0.5082,0.8798029743127536,0.5887
chr2,60717855,-0.006025990239177419,0.5102,0.8798029743127536,0.4477
chr2,60717856,-0.006025990235829519,0.5098,0.8798029743127536,0.4081
chr2,60717857,-0.006025990232516958,0.5104,0.8798029743127536,0.3813
chr2,60717858,-0.006025990229233823,0.514,0.8798029743127536,0.2949
chr2,60717859,-0.006025990225975731,0.5156,0.8798029743127536,0.2564
chr2,60717860,-0.006025990222739875,0.5146,0.8798029743127536,0.2409
chr2,60717861,-0.006025990219524959,0.5166,0.8798029743127536,0.2561
chr2,60717862,-0.006025990216331031,0.5168,0.8798029743127536,0.2884
chr2,60717863,-0.0060259902131592664,0.5174,0.8798029743127536,0.3403
chr2,60717864,-0.006025990210011666,0.5166,0.8798029743127536,0.4162
chr2,60717865,-0.00602599020689073,0.5178,0.8798029743127536,0.6206
chr2,60717866,-0.006025990203799124,0.5188,0.8798029743127536,0.6965
chr2,60717867,-0.006025990200739327,0.5188,0.8798029743127536,0.751
chr2,60717868,-0.0060259901977133615,0.5186,0.8798029743127536,0.7848
chr2,60717869,-0.006025990194722532,0.5182,0.8798029743127536,0.7948
chr2,60717870,-0.006025990191767268,0.5178,0.8798029743127536,0.7841
chr2,60717871,-0.0060259901888470606,0.5186,0.8798029743127536,0.7477
chr2,60717872,-0.006025990185960465,0.5186,0.8798029743127536,0.6864
chr2,60717873,-0.006025990183105214,0.5188,0.8798029743127536,0.4697
chr2,60717874,-0.006025990180278385,0.5202,0.8798029743127536,0.3827
chr2,60717875,-0.006025990177476609,0.5204,0.8798029743127536,0.2896
chr2,60717876,-0.006025990174696309,0.5206,0.8798029743127536,0.2136
chr2,60717877,-0.006025990171933908,0.5202,0.8798029743127536,0.1528
chr2,60717878,-0.0060259901691860195,0.5206,0.8798029743127536,0.1123
chr2,60717879,-0.006025990166449588,0.5202,0.8798029743127536,0.0844
