,chr,group,lfc,pos
84,chr2,8,0.23138293125138412,59119378
85,chr2,8,0.1349760671744454,59119408
86,chr2,8,-0.238912400561455,59119438
87,chr2,8,-0.6359622638872601,59119468
88,chr2,8,0.4607856270663218,59119528
89,chr2,8,1.196290102426593,59119558
90,chr2,9,-0.437761690856333,59194858
91,chr2,9,0.3931925563239776,59194888
92,chr2,9,-0.09739314594667833,59194918
93,chr2,9,0.273989403818172,59194948
94,chr2,9,0.6282908386272106,59194978
95,chr2,9,0.2816641638473272,59195008
96,chr2,9,0.0028466963689417293,59195038
97,chr2,9,-0.376385755560047,59195068
98,chr2,9,-0.18888580082223835,59195098
99,chr2,9,0.013655237626845227,59195128
100,chr2,9,-0.30080915187806184,59195158
101,chr2,9,-0.27850467346568175,59195188
102,chr2,9,-0.5538307257052818,59195218
103,chr2,10,0.14999260597422073,59252278
104,chr2,10,0.19310123959338732,59252308
105,chr2,10,-0.03238256183561935,59252338
106,chr2,10,0.3783720755009138,59252368
107,chr2,10,-0.0538430952367393,59252428
108,chr2,10,-0.016673627734392755,59252458
109,chr2,10,-0.40080208257346417,59252488
110,chr2,10,0.5692315568751984,59252518
111,chr2,10,-0.08678072492030195,59252548
112,chr2,10,-0.2881168821482453,59252578
113,chr2,10,0.7092526086928439,59252608
114,chr2,11,0.8403722209159511,59261278
115,chr2,11,0.31848735902175546,59261338
116,chr2,11,-0.44263803344076846,59261428
117,chr2,11,0.5587950222577808,59261488
118,chr2,11,0.09930325644992954,59261518
119,chr2,11,0.0809596061021594,59261548
120,chr2,11,-0.666565994735652,59261578
121,chr2,11,0.262288772396927,59261638
122,chr2,11,0.28493029473463394,59262028
123,chr2,11,0.175588301465744,59262058
124,chr2,11,-0.29857137858435434,59262088
125,chr2,11,0.2036831465280933,59262118
126,chr2,11,0.4394543468154477,59262148
127,chr2,11,-0.4197874088836743,59262178
128,chr2,11,0.09060446580615635,59262208
129,chr2,11,-0.2119437533595674,59262238
130,chr2,11,-0.09652017463040578,59262268
131,chr2,11,-0.046214022350247526,59262298
132,chr2,11,-0.6245450201329786,59262328
133,chr2,11,-0.028611092855563597,59262358
134,chr2,11,-0.15021885886305966,59262388
135,chr2,11,0.2072285423109104,59262418
136,chr2,12,0.4372153878722341,59310208
137,chr2,12,-0.6862280268329969,59310238
138,chr2,12,-0.06451141169480279,59310268
139,chr2,12,-0.13120742782480008,59310298
140,chr2,12,-0.20341699437567307,59310328
141,chr2,12,0.20602731598954074,59310358
142,chr2,12,-0.025452874827908846,59310388
143,chr2,12,0.02296329275907341,59310418
144,chr2,12,-0.5463038712687324,59310448
145,chr2,12,0.49966246767129957,59310478
146,chr2,12,-0.03497765420843193,59310508
147,chr2,12,0.11615103063637487,59310538
148,chr2,12,-0.8619400858644791,59310568
149,chr2,12,0.05126681160361153,59310598
150,chr2,12,0.2717722139507108,59310628
151,chr2,12,1.600646056215503,59311438
152,chr2,12,-0.19857204392492953,59311468
153,chr2,12,0.08436187405546494,59311498
154,chr2,12,0.34740696185756087,59311558
155,chr2,12,-0.20233788790858134,59311588
156,chr2,12,-0.46368181792201835,59311618
157,chr2,12,-0.09356694604231673,59311648
158,chr2,12,0.7804210295609831,59311708
159,chr2,12,-0.07319384108028372,59311738
160,chr2,12,0.6764882483232183,59311768
161,chr2,12,0.04815257392640783,59311798
162,chr2,12,-0.20933558711450767,59311828
163,chr2,12,-0.19970510985749027,59311858
164,chr2,12,-0.37440416150873873,59311888
165,chr2,12,1.1739590862752611,59311918
166,chr2,12,1.3252845923073369,59311978
167,chr2,13,-0.08662688169164043,59324098
168,chr2,13,-0.5751390032174258,59324128
169,chr2,13,-0.3702849916733146,59324158
170,chr2,13,-0.23731292066505033,59324188
171,chr2,13,0.2501641151542757,59324218
172,chr2,13,-0.2752330170953197,59324248
173,chr2,13,0.0211560847308729,59324278
174,chr2,13,0.6014658272369181,59324368
175,chr2,13,0.10567423457223361,59324398
176,chr2,13,0.4496648755786567,59324428
177,chr2,13,-0.2751285996404744,59324458
178,chr2,13,-0.5520764016980241,59324488
179,chr2,13,-0.12606359064384912,59324518
180,chr2,13,-0.12636252579138813,59324548
181,chr2,14,0.090304567562325,59395858
182,chr2,14,0.07242919586594557,59395948
183,chr2,14,2.7755480861528397,59395978
184,chr2,14,1.3671263318813482,59396008
185,chr2,14,-0.12328543962508128,59396038
186,chr2,14,-0.11785042303949593,59396068
187,chr2,14,-0.19063267695191688,59396098
188,chr2,14,0.04405761076529487,59396128
189,chr2,14,-0.057372993809901116,59396158
190,chr2,14,-0.7263663613190585,59396188
191,chr2,14,-0.14648912451417564,59396218
192,chr2,14,-0.08807438436585797,59396248
193,chr2,14,0.4644945370212236,59396278
194,chr2,15,0.5499442216156848,59397238
195,chr2,15,0.9071635754349576,59397298
196,chr2,15,-0.030177534942303668,59397328
197,chr2,15,-0.12729429198232958,59397358
198,chr2,15,-0.1596751315951249,59397418
199,chr2,15,0.3451545229916217,59397448
200,chr2,15,-0.21660724691839758,59397478
201,chr2,15,1.320503643238644,59397508
202,chr2,15,0.04077325685259897,59397538
203,chr2,15,-0.9185829804018136,59397568
204,chr2,15,0.38206598413800563,59397598
205,chr2,15,-0.09071048751557877,59397628
206,chr2,16,0.5113257053268588,59403898
207,chr2,16,0.017142541483257192,59403928
208,chr2,16,0.05740418889173096,59403958
209,chr2,16,0.5878737094197429,59403988
210,chr2,16,-0.5058893687065978,59404018
211,chr2,16,0.29816904594926485,59404048
212,chr2,16,-0.10069845533098865,59404078
213,chr2,16,0.8800048084103618,59404108
214,chr2,16,-0.544327508427446,59404138
215,chr2,16,0.20661437372039865,59404168
216,chr2,16,2.255662160943087,59404198
217,chr2,17,-0.48369022247101423,59409388
218,chr2,17,0.613468673292692,59409418
219,chr2,17,-0.4415953311561073,59409448
220,chr2,17,0.23764104385981052,59409508
221,chr2,17,-0.03507033579194859,59409538
222,chr2,17,0.16101379130843307,59409568
223,chr2,17,-0.0286252186658725,59409598
224,chr2,17,-0.24816904493508277,59409628
225,chr2,17,0.08069967608560198,59409658
226,chr2,17,-0.6228484248672992,59409688
227,chr2,17,0.37703140137052027,59409718
228,chr2,17,0.04473521507339521,59409748
229,chr2,18,-0.2325267345512042,59528908
230,chr2,18,0.12114325498886602,59528968
231,chr2,18,1.0762070839569322,59528998
232,chr2,18,-0.16756475818908456,59529028
233,chr2,18,-0.9334785746523184,59529058
234,chr2,18,-0.24065950956159912,59529088
235,chr2,18,0.5573952533899383,59529118
236,chr2,18,-0.022485968781821686,59529148
237,chr2,18,0.5384907829751747,59529178
238,chr2,18,-0.8873824303357624,59529208
239,chr2,18,-0.13593896238297984,59529238
240,chr2,18,0.4625323324446935,59529268
241,chr2,19,-0.7072496314322798,59764228
242,chr2,19,0.7112561632849657,59764258
243,chr2,19,0.6117793716803772,59764288
244,chr2,19,-0.48194887336072845,59764348
245,chr2,19,0.057107552536666,59764378
246,chr2,19,-0.3372233002919305,59764408
247,chr2,19,0.7914528959198953,59764438
248,chr2,19,0.3546684478728112,59764468
249,chr2,19,0.4641895983789808,59764498
250,chr2,19,0.3286149759284753,59764528
251,chr2,19,0.036877612894412305,59764558
252,chr2,19,1.0721487670722871,59764588
253,chr2,20,0.16424268802862305,59812078
254,chr2,20,0.1319634239814066,59812108
255,chr2,20,-0.22917550010665966,59812138
256,chr2,20,0.2839302002470795,59812168
257,chr2,20,0.4747024713920083,59812228
258,chr2,20,-0.151304858326888,59812258
259,chr2,20,0.11396972921834282,59812288
260,chr2,20,-0.03228132474938686,59812318
261,chr2,20,0.17862393835047785,59812348
262,chr2,20,-0.1852090573382928,59812378
263,chr2,20,-0.2875033024692997,59812408
264,chr2,20,-0.07880416834271801,59812438
265,chr2,20,-0.615622415945033,59812468
266,chr2,21,0.6783630779735925,60379348
267,chr2,21,0.7498753442105188,60379438
268,chr2,21,0.09025996345178675,60379468
269,chr2,21,0.6545399210011026,60379498
270,chr2,21,0.21525492541247102,60379528
271,chr2,21,0.3762775532851298,60379558
272,chr2,21,-0.7657300219535381,60379588
273,chr2,21,-0.7638328787684824,60379618
274,chr2,21,-0.407733216532061,60379648
275,chr2,21,1.0194117415215012,60379708
276,chr2,21,1.0133379361475443,60379738
277,chr2,22,0.12151049636896395,60533278
278,chr2,22,-0.8719431524079252,60533338
279,chr2,22,0.0727654000716635,60533368
280,chr2,22,-0.09148849669244884,60533398
281,chr2,22,-0.7504420716768238,60533428
282,chr2,22,-0.049684491703198705,60533458
283,chr2,22,-0.07824692217222576,60533488
284,chr2,22,-0.680135394146885,60533548
285,chr2,22,-0.1458868577424898,60533578
286,chr2,22,-0.23744447584273373,60533608
287,chr2,22,0.8592600233954188,60533638
288,chr2,22,-0.44725103987107934,60533668
289,chr2,23,1.0299123123791531,60564118
290,chr2,23,0.4808234965467153,60564148
291,chr2,23,0.4099286232630401,60564178
292,chr2,23,0.04557468170583671,60564208
293,chr2,23,-0.1781654116993734,60564238
294,chr2,23,0.16538493425557454,60564268
295,chr2,23,0.515957922415186,60564298
296,chr2,23,-0.07276012345147145,60564328
297,chr2,23,-0.3356546454312863,60564358
298,chr2,23,-0.2610324712801737,60564388
299,chr2,23,0.00771378847599824,60564418
300,chr2,23,-0.02238726537451453,60564448
301,chr2,23,-0.31706563213645444,60564478
302,chr2,23,-0.2834120392131825,60564508
303,chr2,24,-0.15415822619693978,60606808
304,chr2,24,0.13369833337240808,60606838
305,chr2,24,-0.5760556872521978,60606868
306,chr2,24,-0.05220787052117304,60606898
307,chr2,24,-0.11486436107765223,60606928
308,chr2,24,0.12014275532188039,60606958
309,chr2,24,1.5878368027996987,60606988
310,chr2,24,1.2181714641983554,60607018
311,chr2,24,0.32219765178697657,60607078
312,chr2,24,1.8001630325791418,60607108
313,chr2,24,0.9089897043930224,60607138
314,chr2,24,1.4085151358074088,60607168
315,chr2,24,0.7302913698104293,60607198
316,chr2,25,0.6429543766016105,60611248
317,chr2,25,0.38227332271826964,60611278
318,chr2,25,-0.3990579969120069,60611338
319,chr2,25,0.19790168280332324,60611398
320,chr2,25,-0.03783308235866223,60611428
321,chr2,25,0.5509471753869777,60611458
322,chr2,25,0.4986850722752101,60611488
323,chr2,25,-0.3435752738763123,60611518
324,chr2,25,0.2647195359184063,60611548
325,chr2,25,-0.44173966563699063,60611578
326,chr2,25,-0.20177167974162857,60611608
327,chr2,25,-0.220393650651845,60611638
328,chr2,26,0.11694268563374194,60614308
329,chr2,26,-0.10278326181301892,60614338
330,chr2,26,-0.13828087237826642,60614368
331,chr2,26,0.31278884131522405,60614398
332,chr2,26,-0.5274100056500612,60614428
333,chr2,26,0.02770492625045705,60614458
334,chr2,26,-0.034874234618513654,60614488
335,chr2,26,-0.281596784960474,60614518
336,chr2,26,-0.8319892874559003,60614548
337,chr2,26,-0.20187999170801202,60614578
338,chr2,26,0.47664158175496213,60614608
339,chr2,26,-0.13912055272104562,60614638
340,chr2,26,0.13048229257195465,60614668
341,chr2,26,-1.086078199228314,60614698
342,chr2,26,-0.18270156662037962,60614728
343,chr2,26,0.7002840986031784,60614758
344,chr2,27,-0.11114778689010674,60666478
345,chr2,27,-0.27874181384546215,60666508
346,chr2,27,-0.43363270991289726,60666538
347,chr2,27,-0.10572697535386409,60666568
348,chr2,27,0.00656350110014595,60666598
349,chr2,27,-0.04463843937972964,60666628
350,chr2,27,-0.0682393463048564,60666658
351,chr2,27,-0.3635281706632683,60666688
352,chr2,27,-0.3306940759836681,60666718
353,chr2,27,-0.2994787049512416,60666748
354,chr2,27,-0.2655818346653788,60666778
355,chr2,27,-0.3432684718497305,60666808
356,chr2,27,-0.40528365378439674,60666838
357,chr2,27,-0.4234489056134422,60666868
358,chr2,27,-0.16486971388151267,60666898
359,chr2,27,-0.37878842358098264,60666928
360,chr2,27,-0.14390892379509476,60666958
361,chr2,27,0.3385274654344149,60666988
362,chr2,27,0.3192563551523013,60667018
363,chr2,27,0.2690467611898256,60667048
364,chr2,27,1.0753179391775485,60667078
365,chr2,27,0.7569130328949607,60667108
366,chr2,27,-0.2413870890224236,60667138
367,chr2,27,0.3619563412274629,60667168
368,chr2,27,0.2326398455470185,60667198
369,chr2,28,-0.18017944954104417,60672898
370,chr2,28,-0.25313517436193306,60672928
371,chr2,28,0.8927586336659961,60672958
372,chr2,28,0.5016206795415148,60672988
373,chr2,28,-0.326853355376981,60673048
374,chr2,28,-0.2963839440235665,60673078
375,chr2,28,-0.0883335314947822,60673108
376,chr2,28,0.17472742934447974,60673138
377,chr2,28,-0.22883857412287445,60673168
378,chr2,28,-0.19559590247125522,60673198
379,chr2,28,-0.31513016644555897,60673228
380,chr2,28,-0.19210608895030729,60673258
381,chr2,28,0.3656166655158336,60673288
382,chr2,29,0.2744611540895104,60690418
383,chr2,29,-0.6036917694514103,60690448
384,chr2,29,-0.604590522904845,60690478
385,chr2,29,0.1506415453918676,60690508
386,chr2,29,-0.12183872372708185,60690538
387,chr2,29,-0.5230987217375611,60690568
388,chr2,29,0.9961202787115409,60690598
389,chr2,29,-0.5026761875998257,60690628
390,chr2,29,-0.10559390326608145,60690658
391,chr2,29,0.04755432612794552,60690718
392,chr2,29,0.6656487029660738,60690748
393,chr2,29,2.4881978821886954,60690778
394,chr2,30,0.3636326144881496,60700618
395,chr2,30,0.28793337720471385,60700648
396,chr2,30,0.3252453786637737,60700678
397,chr2,30,-0.37158705908864514,60700708
398,chr2,30,0.4967465883606759,60700738
399,chr2,30,0.8752826591656582,60700768
400,chr2,30,-0.4882370604154055,60700798
401,chr2,30,-0.13313151366065384,60700828
402,chr2,30,1.1237874200167646,60700888
403,chr2,30,0.5477344618076665,60701008
404,chr2,31,-0.06515112759890737,60717958
405,chr2,31,0.16618738102947028,60717988
406,chr2,31,0.8801370746092255,60718018
407,chr2,31,1.934495002001241,60718048
408,chr2,31,1.2914962893925455,60718138
409,chr2,31,0.6761282731215327,60718168
410,chr2,31,0.5661975036097678,60718198
411,chr2,31,0.7129291841008453,60718258
412,chr2,31,1.1698863333862557,60718288
413,chr2,31,0.7391781108973101,60718318
414,chr2,31,0.31681762955820225,60718348
415,chr2,32,1.1137160231516534,60722188
416,chr2,32,0.3086196508037894,60722218
417,chr2,32,1.4807679720522202,60722248
418,chr2,32,1.3847297896669992,60722278
419,chr2,32,2.0548029548874474,60722308
420,chr2,32,0.49216093148833373,60722338
421,chr2,32,1.367547991739784,60722368
422,chr2,32,2.4130295032315083,60722428
423,chr2,32,2.3206287245953394,60722458
424,chr2,32,1.8421711283961364,60722518
425,chr2,32,0.7564052103251617,60722548
426,chr2,32,0.5577977586090551,60722578
427,chr2,33,1.4149626699483548,60725218
428,chr2,33,2.1929561056969264,60725248
429,chr2,33,1.9260979827320641,60725278
430,chr2,33,2.0182250817862912,60725308
431,chr2,33,1.4139808298767182,60725338
432,chr2,33,1.7831131672390435,60725368
433,chr2,33,0.9436608310095258,60725398
434,chr2,33,1.7154025081272313,60725428
435,chr2,33,1.8394482006134585,60725458
436,chr2,33,2.0392865536324822,60725488
437,chr2,33,1.4509008290060879,60725518
438,chr2,33,1.1163359667995327,60725548
439,chr2,33,1.446030283705174,60725578
440,chr2,33,1.5861597909822183,60725608
441,chr2,33,1.7033849826236818,60725638
442,chr2,33,1.5189812186139093,60725668
443,chr2,33,1.080021530700206,60725698
444,chr2,33,0.4577454952330399,60725728
445,chr2,34,0.09733233390835182,60731278
446,chr2,34,-0.1778201822424335,60731308
447,chr2,34,-0.4059243519839083,60731338
448,chr2,34,-0.056513144331455836,60731368
449,chr2,34,-0.1560479635859821,60731398
450,chr2,34,-0.3335365801684371,60731428
451,chr2,34,0.6140225062685353,60731458
452,chr2,34,-0.6985665867684592,60731488
453,chr2,34,0.007361832716417697,60731518
454,chr2,34,0.0780433602185159,60731548
455,chr2,34,0.7301234295083876,60731578
456,chr2,34,0.2933738849447959,60731608
457,chr2,34,-0.048469039808882286,60731638
458,chr2,34,0.05202114224548929,60731668
459,chr2,35,-0.2695273297156301,60732958
460,chr2,35,-0.35539298302769645,60732988
461,chr2,35,-0.07091051474889196,60733018
462,chr2,35,-0.367011099482298,60733048
463,chr2,35,-0.07394822325820015,60733078
464,chr2,35,0.163174378297438,60733108
465,chr2,35,-0.36920261320745396,60733138
466,chr2,35,-0.37752297425815246,60733168
467,chr2,35,0.42012954373214756,60733198
468,chr2,35,-0.55747866754717,60733228
469,chr2,35,-0.08699890551121732,60733258
470,chr2,35,-0.04993704348118794,60733318
471,chr2,35,0.12417322966336956,60733348
472,chr2,36,-0.7599533333525541,60743428
473,chr2,36,-0.3244741734869949,60743458
474,chr2,36,0.40631599674888597,60743488
475,chr2,36,0.2194361639277319,60743518
476,chr2,36,0.04936521182642363,60743548
477,chr2,36,0.49419478878398754,60743578
478,chr2,36,-0.2980431279380001,60743608
479,chr2,36,-0.019518768972247358,60743638
480,chr2,36,-0.0773926304739311,60743668
481,chr2,36,-0.5996909920906821,60743698
482,chr2,36,-0.4422602413246148,60743728
483,chr2,36,0.0658766662845619,60743758
484,chr2,36,-0.823517998649851,60743788
485,chr2,36,0.2854748571496129,60743818
486,chr2,37,0.32502024573217064,60751198
487,chr2,37,0.17751552748830998,60751228
488,chr2,37,2.8969838422023986,60751258
489,chr2,37,-0.1495097862866888,60751288
490,chr2,37,-0.3250922192071562,60751318
491,chr2,37,0.3254356263608393,60751348
492,chr2,37,0.2514538720342132,60751378
493,chr2,37,0.18854646177170367,60751408
494,chr2,37,-2.072795603490146,60751438
495,chr2,37,0.9490206574754204,60751468
496,chr2,37,0.2073887436452607,60751498
497,chr2,37,0.009794008440891747,60751528
498,chr2,38,0.3901509309980451,60757678
499,chr2,38,0.1038201702616115,60757768
500,chr2,38,-0.4524565900322562,60757828
501,chr2,38,0.448162458026164,60757858
502,chr2,38,-0.07918373628117062,60757888
503,chr2,38,0.530058202915687,60757918
504,chr2,38,0.14449468880280975,60757948
505,chr2,38,0.01962090878672664,60757978
506,chr2,38,1.1649076114817905,60758038
507,chr2,38,-0.8952526083159076,60758068
508,chr2,38,0.04904002330268401,60758128
509,chr2,38,-0.043035020471093165,60758158
510,chr2,38,-0.13415807064217117,60758188
511,chr2,38,0.6563696328789855,60758218
512,chr2,38,-0.2124053330554541,60758248
513,chr2,38,0.32395868833176567,60758278
514,chr2,38,0.4299595912608201,60758308
515,chr2,38,-0.4437491782784543,60758338
516,chr2,38,0.0421893560159441,60758368
517,chr2,38,-0.012256892826158466,60758398
518,chr2,38,1.1155867420600003,60758428
519,chr2,38,0.7236898953993057,60758458
520,chr2,38,0.06327759875323206,60758518
521,chr2,39,0.7502188917034041,60763888
522,chr2,39,0.9142113797162242,60763918
523,chr2,39,0.03191276232030414,60763948
524,chr2,39,-0.0627270176564992,60763978
525,chr2,39,-0.8226692360774697,60764008
526,chr2,39,0.007591330607581052,60764038
527,chr2,39,0.7880482643839927,60764128
528,chr2,39,0.10453391354866927,60764158
529,chr2,39,0.3790890008209744,60764188
530,chr2,39,1.3391693531683992,60764248
531,chr2,40,-0.3682398280702994,60773098
532,chr2,40,0.17238417285528573,60773128
533,chr2,40,-0.21859045849153003,60773158
534,chr2,40,-0.07173726162908615,60773188
535,chr2,40,-0.41058826544303567,60773218
536,chr2,40,-0.5605494787105114,60773248
537,chr2,40,0.6385904018340736,60773278
538,chr2,40,-0.11500083517434971,60773308
539,chr2,40,-0.33449411311010757,60773338
540,chr2,40,-0.47704956163730333,60773368
541,chr2,40,0.42106678534375847,60773398
542,chr2,40,-0.09029172081044964,60773428
543,chr2,41,-0.4415002109580638,60777418
544,chr2,41,0.7099949844316567,60777448
545,chr2,41,-0.158578975997714,60777478
546,chr2,41,-0.12472581408229166,60777538
547,chr2,41,-0.25508047323855376,60777568
548,chr2,41,-0.6358579219203504,60777598
549,chr2,41,-0.19587838532687926,60777628
550,chr2,41,-0.17243161926420544,60777658
551,chr2,41,-0.4680497527784423,60777688
552,chr2,41,0.8113133691190038,60777748
553,chr2,41,-0.0758128187544824,60777778
554,chr2,41,-0.31190960702923615,60777808
555,chr2,42,1.2541097416801568,60780538
556,chr2,42,0.7785173202393119,60780568
557,chr2,42,0.31564694864619625,60780598
558,chr2,42,0.5116683574864476,60780688
559,chr2,42,0.1601407922214762,60780718
560,chr2,42,0.9478409464339472,60780748
561,chr2,42,1.3963043310079328,60780778
562,chr2,42,0.6622658488540836,60780808
563,chr2,42,0.5146526043087285,60780838
564,chr2,42,0.6803768900391366,60780868
565,chr2,42,-0.24614354608523586,60780898
566,chr2,42,-0.49958746458598857,60780928
567,chr2,42,-0.006083856295277485,60780958
568,chr2,42,-0.4719621193223991,60781198
569,chr2,42,0.08983454204244387,60781228
570,chr2,42,0.1001447451919677,60781258
571,chr2,42,-0.07144142276315209,60781288
572,chr2,42,0.14726055998102996,60781318
573,chr2,42,0.18770998502247838,60781348
574,chr2,42,-0.004922735014585955,60781378
575,chr2,42,-0.26061499429834634,60781408
576,chr2,42,0.20749383931858706,60781438
577,chr2,42,0.3531236227855411,60781468
578,chr2,42,0.11612552610345582,60781498
579,chr2,42,-0.3618053816152713,60781528
580,chr2,42,-0.019543481174785902,60781558
581,chr2,42,-1.2305064404687636,60781588
582,chr2,42,0.16432878803909318,60782128
583,chr2,42,0.013217680267703424,60782158
584,chr2,42,0.3797823077321145,60782188
585,chr2,42,0.46414334895066334,60782218
586,chr2,42,-0.2533767482484445,60782248
587,chr2,42,0.19946052507941903,60782308
588,chr2,42,0.0759362290864358,60782338
589,chr2,42,-0.5872603013722598,60782368
590,chr2,42,0.3972672805175183,60782398
591,chr2,42,0.27524841912850634,60782428
592,chr2,42,0.2787017044723121,60782458
593,chr2,42,-0.45692955437280824,60782488
594,chr2,42,0.18011086509532304,60782518
595,chr2,43,-0.44827556743862895,60784198
596,chr2,43,-0.08229433351702188,60784228
597,chr2,43,0.5625052998888432,60784258
598,chr2,43,-0.8305395266846267,60784288
599,chr2,43,0.6368421372890181,60784318
600,chr2,43,0.09818841469155262,60784348
601,chr2,43,-0.2680870872721768,60784378
602,chr2,43,0.1154395139340689,60784408
603,chr2,43,0.2146075992447164,60784438
604,chr2,43,2.24360534675814,60784468
605,chr2,43,0.9549958702429545,60784498
606,chr2,43,0.05992026285221073,60784558
607,chr2,43,0.8375553468928711,60784588
608,chr2,44,1.0733261408073707,60787888
609,chr2,44,-0.12540975567089063,60787918
610,chr2,44,-0.12383791221912975,60787948
611,chr2,44,0.13350529959443957,60787978
612,chr2,44,-0.3162003659951761,60788008
613,chr2,44,-0.19645093624367557,60788038
614,chr2,44,0.32036858787392064,60788068
615,chr2,44,0.20077618828043106,60788098
616,chr2,44,0.010110054371024973,60788188
617,chr2,44,-1.0665479591138491,60788248
618,chr2,44,-1.2644768006184481,60788278
619,chr2,45,1.7272071306131158,60792538
620,chr2,45,0.02881411887059021,60792568
621,chr2,45,-0.05517948250370572,60792598
622,chr2,45,-0.40724772882844473,60792658
623,chr2,45,0.17380310918155503,60792688
624,chr2,45,0.3976333212042273,60792748
625,chr2,45,0.4606880210957365,60792778
626,chr2,45,-0.3050582785262046,60792808
627,chr2,45,0.29125548004611457,60792838
628,chr2,45,0.6971389566177922,60792868
629,chr2,45,-0.19715991965254265,60792898
630,chr2,45,0.05194193036790717,60792928
631,chr2,45,0.14244077471973288,60792958
632,chr2,45,0.670148268646124,60792988
633,chr2,46,0.13622856034232697,60808888
634,chr2,46,0.09453178953059684,60808918
635,chr2,46,-0.19970452783497947,60808948
636,chr2,46,-0.43226715845604324,60808978
637,chr2,46,-0.016767107578828697,60809008
638,chr2,46,-0.2029234514856404,60809038
639,chr2,46,-0.05275159548415707,60809068
640,chr2,46,-0.5858210741067286,60809098
641,chr2,46,-0.2674575254779746,60809128
642,chr2,46,-0.5439258902057679,60809158
643,chr2,46,-0.4633848276635584,60809188
644,chr2,46,-0.37898786659067196,60809218
645,chr2,46,-0.17046597112717732,60809278
646,chr2,47,-0.16834058206107014,60816268
647,chr2,47,-0.11221405180122207,60816298
648,chr2,47,-0.03397012338706932,60816328
649,chr2,47,-0.02070194567443928,60816358
650,chr2,47,0.924920113675486,60816388
651,chr2,47,0.21412120831959697,60816418
